821,299,10,17
703,328,10,16
608,391,10,15
485,373,10,14
372,281,10,13
320,421,10,12
172,378,10,11
251,235,10,10
111,274,10,9
690,362,10,8
594,429,10,7
411,408,10,6
518,332,10,5
603,238,10,4
430,239,10,3
287,206,10,2
146,197,10,1
